,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
2468,"###question###:Other Sequences-Continue a sequence involving triangle numbers-Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?
###Correct Answer###:\( 153 \)
###Misconcepte Incorrect answer###:C.\( 151 \)",1052_C,Continue a sequence involving triangle numbers,Other Sequences,"Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?",\( 153 \),\( 151 \),2446.0
2469,"###question###:Other Sequences-Continue a sequence involving triangle numbers-Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?
###Correct Answer###:\( 153 \)
###Misconcepte Incorrect answer###:D.\( 152 \)",1052_D,Continue a sequence involving triangle numbers,Other Sequences,"Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?",\( 153 \),\( 152 \),2250.0
2470,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form x² - bx - c-Which answer shows the correct factorisation of:
\(
x^{2}-x-6
\)
###Correct Answer###:\( (x-3)(x+2) \)
###Misconcepte Incorrect answer###:B.\( (x-3)(x-2) \)",1053_B,Factorise a quadratic expression in the form x² - bx - c,Factorising into a Double Bracket,"Which answer shows the correct factorisation of:
\(
x^{2}-x-6
\)",\( (x-3)(x+2) \),\( (x-3)(x-2) \),1597.0
2471,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form x² - bx - c-Which answer shows the correct factorisation of:
\(
x^{2}-x-6
\)
###Correct Answer###:\( (x-3)(x+2) \)
###Misconcepte Incorrect answer###:D.\( (x+3)(x-2) \)",1053_D,Factorise a quadratic expression in the form x² - bx - c,Factorising into a Double Bracket,"Which answer shows the correct factorisation of:
\(
x^{2}-x-6
\)",\( (x-3)(x+2) \),\( (x+3)(x-2) \),1535.0
2472,"###question###:Probability of Single Events-Assign probabilities to single events using percentages-This four-sided spinner is fair.
What is the probability of spinning a \( 2 \) ?
Give your answer as a percentage ![A four sided spinner labelled with 1, 2, 3 and 4]()
###Correct Answer###:\( 25 \% \)
###Misconcepte Incorrect answer###:B.\( 40 \% \)",1054_B,Assign probabilities to single events using percentages,Probability of Single Events,"This four-sided spinner is fair.
What is the probability of spinning a \( 2 \) ?
Give your answer as a percentage ![A four sided spinner labelled with 1, 2, 3 and 4]()",\( 25 \% \),\( 40 \% \),1914.0
2473,"###question###:Adding and Subtracting Fractions-Add proper fractions with different denominators which do not share a common factor-The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()
###Correct Answer###:\( \frac{17}{20} \)
###Misconcepte Incorrect answer###:A.\( \frac{4}{9} \)",1055_A,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()",\( \frac{17}{20} \),\( \frac{4}{9} \),217.0
2474,"###question###:Adding and Subtracting Fractions-Add proper fractions with different denominators which do not share a common factor-The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()
###Correct Answer###:\( \frac{17}{20} \)
###Misconcepte Incorrect answer###:B.\( \frac{4}{20} \)",1055_B,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()",\( \frac{17}{20} \),\( \frac{4}{20} \),1655.0
2475,"###question###:Linear Sequences (nth term)-Given a term in an ascending integer linear sequence, use the nth term rule to find its position in that sequence-Here are the first \( 4 \) terms of a sequence \( \begin{array}{lllll}11 & 15 & 19 & 23 & \ldots\end{array} \) What position in the sequence is the number \( 67 \) ?
###Correct Answer###:\( 15 \)
###Misconcepte Incorrect answer###:A.\( 16.75 \)",1056_A,"Given a term in an ascending integer linear sequence, use the nth term rule to find its position in that sequence",Linear Sequences (nth term),Here are the first \( 4 \) terms of a sequence \( \begin{array}{lllll}11 & 15 & 19 & 23 & \ldots\end{array} \) What position in the sequence is the number \( 67 \) ?,\( 15 \),\( 16.75 \),2252.0
2476,"###question###:Factorising into a Single Bracket-Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)-Factorise this expression, if possible:
\(
p^{2}+100 p
\)
###Correct Answer###:\( p(p+100) \)
###Misconcepte Incorrect answer###:B.\( (p-10)(p+10) \)",1057_B,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),Factorising into a Single Bracket,"Factorise this expression, if possible:
\(
p^{2}+100 p
\)",\( p(p+100) \),\( (p-10)(p+10) \),838.0
2477,"###question###:Factorising into a Single Bracket-Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)-Factorise this expression, if possible:
\(
p^{2}+100 p
\)
###Correct Answer###:\( p(p+100) \)
###Misconcepte Incorrect answer###:C.\( (p+10)(p+10) \)",1057_C,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),Factorising into a Single Bracket,"Factorise this expression, if possible:
\(
p^{2}+100 p
\)",\( p(p+100) \),\( (p+10)(p+10) \),838.0
2478,"###question###:Factorising into a Single Bracket-Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a)-Factorise this expression, if possible:
\(
p^{2}+100 p
\)
###Correct Answer###:\( p(p+100) \)
###Misconcepte Incorrect answer###:D.Does not factorise",1057_D,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),Factorising into a Single Bracket,"Factorise this expression, if possible:
\(
p^{2}+100 p
\)",\( p(p+100) \),Does not factorise,3.0
2479,"###question###:Reflection-Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object-A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?
###Correct Answer###:\( (-3,3) \)
###Misconcepte Incorrect answer###:A.\( (3,3) \)",1058_A,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?","\( (-3,3) \)","\( (3,3) \)",2465.0
2480,"###question###:Reflection-Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object-A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?
###Correct Answer###:\( (-3,3) \)
###Misconcepte Incorrect answer###:B.\( (-3,-3) \)",1058_B,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?","\( (-3,3) \)","\( (-3,-3) \)",1541.0
2481,"###question###:Reflection-Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object-A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?
###Correct Answer###:\( (-3,3) \)
###Misconcepte Incorrect answer###:D.\( (3,-3) \)",1058_D,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?","\( (-3,3) \)","\( (3,-3) \)",283.0
2482,"###question###:Rounding to Significant Figures-Round numbers greater than 1 to one significant figure-\(
20.4593
\)

What is the first significant figure in the number above?
###Correct Answer###:\( 2 \)
###Misconcepte Incorrect answer###:B.\( 0 \)",1059_B,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"\(
20.4593
\)

What is the first significant figure in the number above?",\( 2 \),\( 0 \),380.0
2483,"###question###:Rounding to Significant Figures-Round numbers greater than 1 to one significant figure-\(
20.4593
\)

What is the first significant figure in the number above?
###Correct Answer###:\( 2 \)
###Misconcepte Incorrect answer###:C.\( 4 \)",1059_C,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"\(
20.4593
\)

What is the first significant figure in the number above?",\( 2 \),\( 4 \),409.0
2484,"###question###:Rounding to Significant Figures-Round numbers greater than 1 to one significant figure-\(
20.4593
\)

What is the first significant figure in the number above?
###Correct Answer###:\( 2 \)
###Misconcepte Incorrect answer###:D.\( 5 \)",1059_D,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"\(
20.4593
\)

What is the first significant figure in the number above?",\( 2 \),\( 5 \),380.0
2485,"###question###:Properties of Polygons-Understand the terms equilateral and regular, and recognise the notation for regular polygons-The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()
###Correct Answer###:Regular
###Misconcepte Incorrect answer###:A.Parallel",1060_A,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Properties of Polygons,"The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()",Regular,Parallel,114.0
2486,"###question###:Properties of Polygons-Understand the terms equilateral and regular, and recognise the notation for regular polygons-The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()
###Correct Answer###:Regular
###Misconcepte Incorrect answer###:B.Pentagon",1060_B,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Properties of Polygons,"The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()",Regular,Pentagon,2137.0
2487,"###question###:Properties of Polygons-Understand the terms equilateral and regular, and recognise the notation for regular polygons-The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()
###Correct Answer###:Regular
###Misconcepte Incorrect answer###:C.Irregular",1060_C,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Properties of Polygons,"The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()",Regular,Irregular,255.0
2488,"###question###:Quadratic Sequences-Find the nth term rule for ascending quadratic sequences in the form x² + bx + c-\(10,21,34,49,66, \ldots\)

When calculating the nth-term rule of this sequence, 
what should replace the triangle?

nth-term rule: \( n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)
###Correct Answer###:\( +8 \)
###Misconcepte Incorrect answer###:B.\( -8 \)",1061_B,Find the nth term rule for ascending quadratic sequences in the form x² + bx + c,Quadratic Sequences,"\(10,21,34,49,66, \ldots\)

When calculating the nth-term rule of this sequence, 
what should replace the triangle?

nth-term rule: \( n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)",\( +8 \),\( -8 \),1213.0
